;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SAME;SAME;DELETE;SAME;SAME;SAME;SAME;SAME;NEW;RENAME;DELETE;NEW;RENAME;NEW;SAME;NEW;RENAME;NEW;Rename;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE
;NLIX00001833;06-05-25;;NLIX00001833;NL;EJPG;Euronext Japan GR;XAMS;;;3493.76;;3508.45;;3508.449778;;;;;;;NLIX00001817;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00001825;06-05-25;;NLIX00001825;NL;EJPN;Euronext Japan NR;XAMS;;;3293.4;;3307.25;;3307.253918;;;;;;;NLIX00001817;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00001817;06-05-25;;NLIX00001817;NL;EJPP;Euronext Japan;XAMS;;1669321121;2484.18;;2494.63;;2494.632965;;4.16434E+12;;336;EUR;1;;NLIX00001833;NLIX00001825;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00001775;06-05-25;;NLIX00001775;NL;DPAG;Euronext Developed Pacific GR;XAMS;;;3141.91;;3126.72;;3126.721706;;;;;;;NLIX00001759;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00001767;06-05-25;;NLIX00001767;NL;DPAN;Euronext Developed Pacific NR;XAMS;;;2612;;2599.38;;2599.37588;;;;;;;NLIX00001759;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00001759;06-05-25;;NLIX00001759;NL;DPAP;Euronext Developed Pacific;XAMS;;778252968.4;1634.05;;1626.15;;1626.147899;;1.26555E+12;;95;EUR;1;;NLIX00001775;NLIX00001767;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00001742;06-05-25;;NLIX00001742;NL;DASG;Euronext Developed Asia GR;XAMS;;;3445.27;;3460.17;;3460.169106;;;;;;;NLIX00001726;;;0.052285061;;IT0003874101 SGXE34184239;ECB;TR1;Indices;;;;;0;
;NLIX00001734;06-05-25;;NLIX00001734;NL;DASN;Euronext Developed Asia NR;XAMS;;;3276.36;;3290.53;;3290.533001;;;;;;;NLIX00001726;;;;0.041427117;IT0003874101 SGXE34184239;ECB;TR1;Indices;;;;;0;
;NLIX00001726;06-05-25;;NLIX00001726;NL;DASP;Euronext Developed Asia;XAMS;;1995932329;2404.06;;2414.38;;2414.380672;;4.81894E+12;;393;EUR;1;;NLIX00001742;NLIX00001734;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00001718;06-05-25;;NLIX00001718;NL;DAPG;Euronext Developed Asia Pacific GR;XAMS;;;3384.98;;3393.11;;3393.112183;;;;;;;NLIX00001692;;;0.037745506;;IT0003874101 SGXE34184239;ECB;TR1;Indices;;;;;0;
;NLIX00001700;06-05-25;;NLIX00001700;NL;DAPN;Euronext Developed Asia Pacific NR;XAMS;;;3115.53;;3123.02;;3123.01966;;;;;;;NLIX00001692;;;;0.029906965;IT0003874101 SGXE34184239;ECB;TR1;Indices;;;;;0;
;NLIX00001692;06-05-25;;NLIX00001692;NL;DAPPR;Euronext Developed Asia Pacific;XAMS;;2764764725;2200.17;;2205.4;;2205.402907;;6.09742E+12;;492;EUR;1;;NLIX00001718;NLIX00001700;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00001650;06-05-25;;NLIX00001650;NL;DEZG;Euronext Developed Eurozone GR;XAMS;;;3470.84;;3482.47;;3482.474077;;;;;;;NLIX00001635;;;0.687101235;;AT0000746409 BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NLIX00001643;06-05-25;;NLIX00001643;NL;DEZN;Euronext Developed Eurozone NR;XAMS;;;3081.99;;3090.72;;3090.718442;;;;;;;NLIX00001635;;;;0.48269232;AT0000746409 BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NLIX00001635;06-05-25;;NLIX00001635;NL;DEZP;Euronext Developed Eurozone;XAMS;;2768902226;2076.55;;2079.28;;2079.279685;;5.75732E+12;;178;EUR;1;;NLIX00001650;NLIX00001643;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00001627;06-05-25;;NLIX00001627;NL;DEUG;Euronext Developed Europe GR;XAMS;;;3616.38;;3626.23;;3626.229655;;;;;;;NLIX00001601;;;0.458231923;;AT0000746409 BE0003565737 BE0974293251 SE0015961909;ECB;TR1;Indices;;;;;0;
;NLIX00001619;06-05-25;;NLIX00001619;NL;DEUN;Euronext Developed Europe NR;XAMS;;;3296.16;;3304.2;;3304.195535;;;;;;;NLIX00001601;;;;0.321758243;AT0000746409 BE0003565737 BE0974293251 SE0015961909;ECB;TR1;Indices;;;;;0;
;NLIX00001601;06-05-25;;NLIX00001601;NL;DEUP;Euronext Developed Europe;XAMS;;4786182574;2184.07;;2187.57;;2187.574163;;1.04701E+13;;429;EUR;1;;NLIX00001627;NLIX00001619;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00000272;06-05-25;;NLIX00000272;NL;TECLG;Euronext Tech Leaders GR;XAMS;;;2584.4;;2584.16;;2584.163624;;;;;;;NLIX00000256;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00000264;06-05-25;;NLIX00000264;NL;TECLN;Euronext Tech Leaders NR;XAMS;;;2519.17;;2518.84;;2518.839913;;;;;;;NLIX00000256;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00000256;06-05-25;;NLIX00000256;NL;TECLP;Euronext Tech Leaders;XAMS;;270097877.3;2317.24;;2316.7;;2316.698158;;6.25735E+11;;113;EUR;1;;NLIX00000272;NLIX00000264;;;;ECB;EU Price;Indices;;;;;0;
;NLESG0000030;06-05-25;;NLESG0000030;NL;AESGG;AEX ESG GR;XAMS;;;1970.68;;1974.03;;1974.033918;;;;;;;NLESG0000014;;;0;;;ECB;TR1;Indices;;;;;0;
;NLESG0000022;06-05-25;;NLESG0000022;NL;AESGN;AEX ESG NR;XAMS;;;1844.75;;1847.89;;1847.892452;;;;;;;NLESG0000014;;;;0;;ECB;TR1;Indices;;;;;0;
;NLESG0000014;06-05-25;;NLESG0000014;NL;AESGP;AEX ESG;XAMS;;322313555.7;1304.06;;1306.28;;1306.2795;;4.21032E+11;;25;EUR;1;;NLESG0000030;NLESG0000022;;;;ECB;EU Price;Indices;;;;;0;
;IE0001477250;06-05-25;;IE0001477250;IE;ISEQ;ISEQ All Share;XDUB;;8366468.383;10678.12;;10678.12;;10678.11613;;89338120955;;25;EUR;1;;IE0000506851;;;;;ECB;EU Price;Indices;;;;;0;
;IE0000516009;06-05-25;;IE0000516009;IE;ISEFI;ISEQ Financial;XDUB;;56285030.51;456.16;;456.16;;456.1619688;;25675090334;;4;EUR;1;;IE0000511505;;;;;ECB;EU Price;Indices;;;;;0;
;IE0000511505;06-05-25;;IE0000511505;IE;ISEFG;ISEQ Financial GR;XDUB;;;1345.05;;1345.05;;1345.052445;;;;;;;IE0000516009;;;0;;;ECB;TR1;Indices;;;;;0;
;IE0000506851;06-05-25;;IE0000506851;IE;ISEQG;ISEQ All Share GR;XDUB;;;26354.49;;26354.49;;26354.49274;;;;;;;IE0001477250;;;0;;;ECB;TR1;Indices;;;;;0;
;IE0000506745;06-05-25;;IE0000506745;IE;ISESG;ISEQ Small GR;XDUB;;;1154.45;;1154.45;;1154.446219;;;;;;;IE0000506299;;;0;;;ECB;TR1;Indices;;;;;0;
;IE0000506299;06-05-25;;IE0000506299;IE;ISESM;ISEQ Small;XDUB;;50427.12007;753.04;;753.04;;753.0379443;;37973534.83;;4;EUR;1;;IE0000506745;;;;;ECB;EU Price;Indices;;;;;0;
;IE00B2QF5075;06-05-25;;IE00B2QF5075;IE;ISECG;ISEQ 20 Capped GR;XDUB;;;3496.05;;3496.05;;3496.0522;;;;;;;IE00B2QF4Z54;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00B2QF4Z54;06-05-25;;IE00B2QF4Z54;IE;ISECA;ISEQ 20 Capped;XDUB;;6612958.797;2271.9;;2271.9;;2271.901344;;15023989980;;20;EUR;1;;IE00B2QF5075;;;;;ECB;EU Price;Indices;;;;;0;
;IE00B0500488;06-05-25;;IE00B0500488;IE;ISE2G;ISEQ 20 GR;XDUB;;;2768.24;;2768.24;;2768.239221;;;;;;;IE00B0500264;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00B0500264;06-05-25;;IE00B0500264;IE;ISE20;ISEQ 20;XDUB;;42503065.75;1797.79;;1797.79;;1797.794056;;76411758970;;20;EUR;1;;IE00B0500488;;;;;ECB;EU Price;Indices;;;;;0;
;IE00B05INISE;06-05-25;;IE00B050026I;IE;IIRUT;ISEQ 20 REUT INTERN;XDUB;;42503065.75;1797.79;;1797.79;;1797.794056;;76411758970;;20;EUR;1;;IE00B050048I;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BM7VR750;06-05-25;;IE00BM7VR750;IE;ISREG;ISEQ Real Estate GR;XDUB;;;71.2;;71.2;;71.19588867;;;;;;;IE00BM7VR644;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BM7VR644;06-05-25;;IE00BM7VR644;IE;ISRE;ISEQ Real Estate;XDUB;;9569265.857;56.33;;56.33;;56.32892659;;539026473.9;;1;EUR;1;;IE00BM7VR750;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BMT9LL95;06-05-25;;IE00BMT9LL95;IE;ISUTG;ISEQ Utilities GR;XDUB;;;829.91;;829.91;;829.9100901;;;;;;;IE00BMT9LK88;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BMT9LK88;06-05-25;;IE00BMT9LK88;IE;ISUT;ISEQ Utilities;XDUB;;1297268.285;637.77;;637.77;;637.7682403;;827356511.7;;1;EUR;1;;IE00BMT9LL95;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BL6TX979;06-05-25;;IE00BL6TX979;IE;ISEHC;ISEQ Health Care;XDUB;;18401.19586;2025.1;;2025.1;;2025.102214;;37264302.5;;2;EUR;1;;IE00BL6TXB96;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BL6TX862;06-05-25;;IE00BL6TX862;IE;ISCSG;ISEQ Consumer Staples GR;XDUB;;;855.65;;855.65;;855.6495235;;;;;;;IE00BL6TX755;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BL6TX755;06-05-25;;IE00BL6TX755;IE;ISECS;ISEQ Consumer Staples;XDUB;;25169056.8;793.5;;793.5;;793.5029192;;19971720042;;5;EUR;1;;IE00BL6TX862;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BL6TX649;06-05-25;;IE00BL6TX649;IE;ISCGG;ISEQ Consumer Discretionary GR;XDUB;;;1933.79;;1933.79;;1933.79114;;;;;;;IE00BL6TX532;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BL6TX532;06-05-25;;IE00BL6TX532;IE;ISCG;ISEQ Consumer Discretionary;XDUB;;14300059.42;1859.65;;1859.65;;1859.648831;;26593088797;;4;EUR;1;;IE00BL6TX649;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BL6TX425;06-05-25;;IE00BL6TX425;IE;ISEBG;ISEQ Basic Materials GR;XDUB;;;2209.8;;2209.8;;2209.802664;;;;;;;IE00BL6TX318;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BL6TX318;06-05-25;;IE00BL6TX318;IE;ISEBM;ISEQ Basic Materials;XDUB;;268713.1735;1576.29;;1576.29;;1576.291405;;423570265.7;;2;EUR;1;;IE00BL6TX425;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BL6TXJ72;06-05-25;;IE00BL6TXJ72;IE;ISETG;ISEQ Technology GR;XDUB;;;630.91;;630.91;;630.9105181;;;;;;;IE00BL6TXH58;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BL6TXH58;06-05-25;;IE00BL6TXH58;IE;ISETE;ISEQ Technology;XDUB;;854188.7326;630.91;;630.91;;630.9105181;;538916655.9;;2;EUR;1;;IE00BL6TXJ72;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BL6TXD11;06-05-25;;IE00BL6TXD11;IE;ISING;ISEQ Industrials GR;XDUB;;;1612.37;;1612.37;;1612.372973;;;;;;;IE00BL6TXC04;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BL6TXC04;06-05-25;;IE00BL6TXC04;IE;ISEIN;ISEQ Industrials;XDUB;;10254626.22;1436.63;;1436.63;;1436.628431;;14732087573;;4;EUR;1;;IE00BL6TXD11;;;;;ECB;EU Price;Indices;;;;;0;
;IE00BL6TXB96;06-05-25;;IE00BL6TXB96;IE;ISHCG;ISEQ Health Care GR;XDUB;;;2032.28;;2032.28;;2032.284986;;;;;;;IE00BL6TX979;;;0;;;ECB;TR1;Indices;;;;;0;
;IE00BINISEGR;06-05-25;;IE00B050048I;IE;IIRUG;ISEQ 20 GROSS REUT INTERN;XDUB;;;2768.24;;2768.24;;2768.239221;;;;;;;IE00B050026I;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014005WN0;06-05-25;;FR0014005WN0;FR;MESGP;MIB ESG;XPAR;;239203455.3;1680.7;;1689.46;;1689.459394;;4.04125E+11;;39;EUR;1;;FR0014005WM2;FR0014005WL4;;;;ECB;EU Price;Indices;;;;;0;
;FR0014005WM2;06-05-25;;FR0014005WM2;FR;MESGG;MIB ESG GR;XPAR;;;2868.85;;2883.79;;2883.789811;;;;;;;FR0014005WN0;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014005WL4;06-05-25;;FR0014005WL4;FR;MESGN;MIB ESG NR;XPAR;;;2522.25;;2535.39;;2535.390646;;;;;;;FR0014005WN0;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014005IN9;06-05-25;;FR0014005IN9;FR;EZCLN;EN EZ Screened Climate Ambition 35 EW NR;XPAR;;;3260.33;;3276.06;;3276.062538;;;;;;;FR0014005IK5;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014005IL3;06-05-25;;FR0014005IL3;FR;EZCLG;EN EZ Screened Climate Ambition 35 EW GR;XPAR;;;3694.64;;3715.38;;3715.378382;;;;;;;FR0014005IK5;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014005IK5;06-05-25;;FR0014005IK5;FR;EZCLA;EN EZ Screened Climate Ambition 35 EW;XPAR;;993114.5718;2218.67;;2224.14;;2224.135474;;2208821349;;35;EUR;1;;FR0014005IL3;FR0014005IN9;;;;ECB;EU Price;Indices;;;;;0;
;FR0014005D93;06-05-25;;FR0014005D93;FR;FRSOG;Euronext France Social GR;XPAR;;;3587.26;;3590.19;;3590.188315;;;;;;;FR0014005D77;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014005D85;06-05-25;;FR0014005D85;FR;FRSON;Euronext France Social NR;XPAR;;;3165.31;;3163.55;;3163.547107;;;;;;;FR0014005D77;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014005D77;06-05-25;;FR0014005D77;FR;FRSOP;Euronext France Social;XPAR;;549027299.7;2260.06;;2249.51;;2249.510661;;1.23504E+12;;50;EUR;1;;FR0014005D93;FR0014005D85;;;;ECB;EU Price;Indices;;;;;0;
;FR0014005D69;06-05-25;;FR0014005D69;FR;FRSOC;Euronext France Social Decrement 3.75%;XPAR;;;2017.83;;2018.86;;2018.856011;;;;;;;FR0014005D93;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.0375;1;365;0;
;FR0014004XR2;06-05-25;;FR0014004XR2;FR;CLAMP;Euronext EZ Scr Clim Amb 40 EW;XPAR;;1011215.731;2777.29;;2789.28;;2789.275728;;2820559495;;40;EUR;1;;FR0014004XP6;FR0014004XO9;;;;ECB;EU Price;Indices;;;;;0;
;FR0014004XQ4;06-05-25;;FR0014004XQ4;FR;CLAMB;Euronext EZ Scr Clim Amb 40 EW Decr 50;XPAR;;;1241.74;;1250.11;;1250.113621;;;;;;;FR0014004XP6;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;FR0014004XP6;06-05-25;;FR0014004XP6;FR;CLAMG;Euronext EZ Scr Clim Amb 40 EW GR;XPAR;;;4545.29;;4577.46;;4577.457317;;;;;;;FR0014004XR2;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014004XO9;06-05-25;;FR0014004XO9;FR;CLAMN;Euronext EZ Scr Clim Amb 40 EW NR;XPAR;;;4029.26;;4055;;4054.997845;;;;;;;FR0014004XR2;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014004HJ2;06-05-25;;FR0014004HJ2;FR;ESGCG;EN EZ ESG Leaders Select 40 GR;XPAR;;;5253.79;;5268.9;;5268.898198;;;;;;;FR0014004HI4;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014004HI4;06-05-25;;FR0014004HI4;FR;ESGCP;EN EZ ESG Leaders Select 40;XPAR;;890697016;2999.8;;2997.88;;2997.875408;;2.6702E+12;;40;EUR;1;;FR0014004HJ2;FR0014004HG8;;;;ECB;EU Price;Indices;;;;;0;
;FR0014004HH6;06-05-25;;FR0014004HH6;FR;ESGEC;EN EZ ESG Leaders Select 40 D5%;XPAR;;;2023.03;;2026.22;;2026.21865;;;;;;;FR0014004HG8;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0014004HG8;06-05-25;;FR0014004HG8;FR;ESGCN;EN EZ ESG Leaders Select 40 NR;XPAR;;;4580.12;;4589.23;;4589.225286;;;;;;;FR0014004HI4;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014004FP3;06-05-25;;FR0014004FP3;FR;EZSFP;Euronext Eurozone Social Focus;XPAR;;967497.7055;1883.87;;1891.13;;1891.127805;;1829661812;;50;EUR;1;;FR0014004FN8;FR0014004FO6;;;;ECB;EU Price;Indices;;;;;0;
;FR0014004FO6;06-05-25;;FR0014004FO6;FR;EZSFN;Euronext Eurozone Social Focus NR;XPAR;;;2727.66;;2738.17;;2738.166816;;;;;;;FR0014004FP3;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014004FN8;06-05-25;;FR0014004FN8;FR;EZSFG;Euronext Eurozone Social Focus GR;XPAR;;;3071.33;;3083.17;;3083.168724;;;;;;;FR0014004FP3;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014004FM0;06-05-25;;FR0014004FM0;FR;EZSFD;Euronext Eurozone Social Focus Decrement 5%;XPAR;;;1266.31;;1270.67;;1270.671197;;;;;;;FR0014004FO6;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0014003950;06-05-25;;FR0014003950;FR;FPABG;Euronext France PAB 50 GR;XPAR;;;3535.96;;3529.93;;3529.932418;;;;;;;FR0014003927;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014003943;06-05-25;;FR0014003943;FR;FPABN;Euronext France PAB 50 NR;XPAR;;;3143.28;;3133.51;;3133.513653;;;;;;;FR0014003927;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014003935;06-05-25;;FR0014003935;FR;FPAB5;Euronext France PAB 50 Decrement 5%;XPAR;;;1459.47;;1454.34;;1454.339882;;;;;;;FR0014003943;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0014003927;06-05-25;;FR0014003927;FR;FPABP;Euronext France PAB 50;XPAR;;977428.8624;2295.58;;2278.78;;2278.778877;;2227344246;;50;EUR;1;;FR0014003950;FR0014003943;;;;ECB;EU Price;Indices;;;;;0;
;FR0014003PX8;06-05-25;;FR0014003PX8;FR;GOVEZ;EN EZ Diversity & Governance 40 EW D5%;XPAR;;;1614.55;;1618.56;;1618.555063;;;;;;;FR0014003PT6;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0014003PV2;06-05-25;;FR0014003PV2;FR;CPAB5;Euronext Core Europe PAB 50 Decrement 5%;XPAR;;;1808.41;;1808.56;;1808.555219;;;;;;;FR0014003PP4;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0014003PU4;06-05-25;;FR0014003PU4;FR;CPABP;Euronext Core Europe PAB 50;XPAR;;985990.5032;2803.41;;2796.51;;2796.505453;;2757327819;;50;EUR;1;;FR0014003PN9;FR0014003PP4;;;;ECB;EU Price;Indices;;;;;0;
;FR0014003PT6;06-05-25;;FR0014003PT6;FR;GOVEN;EN EZ Diversity & Governance 40 EW NR;XPAR;;;3477.18;;3487.22;;3487.221535;;;;;;;FR0014003PO7;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014003PS8;06-05-25;;FR0014003PS8;FR;GOVEG;EN EZ Diversity & Governance 40 EW GR;XPAR;;;3966.11;;3982.41;;3982.413641;;;;;;;FR0014003PO7;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014003PR0;06-05-25;;FR0014003PR0;FR;EPABP;Euronext Eurozone PAB 50;XPAR;;984013.9748;2460.31;;2456.76;;2456.759441;;2417485623;;50;EUR;1;;FR0014003PL3;FR0014003PM1;;;;ECB;EU Price;Indices;;;;;0;
;FR0014003PP4;06-05-25;;FR0014003PP4;FR;CPABN;Euronext Core Europe PAB 50 NR;XPAR;;;3894.54;;3896.44;;3896.44335;;;;;;;FR0014003PU4;;;;1.459576639;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;FR0014003PO7;06-05-25;;FR0014003PO7;FR;GOVEP;EN EZ Diversity & Governance 40 EW;XPAR;;1003480.329;2306.53;;2305.01;;2305.007041;;2313029223;;40;EUR;1;;FR0014003PS8;FR0014003PT6;;;;ECB;EU Price;Indices;;;;;0;
;FR0014003PN9;06-05-25;;FR0014003PN9;FR;CPABG;Euronext Core Europe PAB 50 GR;XPAR;;;4337.32;;4343.78;;4343.775595;;;;;;;FR0014003PU4;;;2.085109485;;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;FR0014003PM1;06-05-25;;FR0014003PM1;FR;EPABN;Euronext Eurozone PAB 50 NR;XPAR;;;3476.77;;3480.88;;3480.877389;;;;;;;FR0014003PR0;;;;0.88445878;BE0974293251;ECB;TR1;Indices;;;;;0;
;FR0014003PL3;06-05-25;;FR0014003PL3;FR;EPABG;Euronext Eurozone PAB 50 GR;XPAR;;;3888.72;;3896.77;;3896.773172;;;;;;;FR0014003PR0;;;1.263512543;;BE0974293251;ECB;TR1;Indices;;;;;0;
;FR0014003PK5;06-05-25;;FR0014003PK5;FR;EPAB5;Euronext Eurozone PAB 50 Decrement 5%;XPAR;;;1614.38;;1615.62;;1615.624549;;;;;;;FR0014003PM1;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0014002G93;06-05-25;;FR0014002G93;FR;CED5;CAC 40 ESG Decrement 5%;XPAR;;;1603.97;;1600.92;;1600.921054;;;;;;;FR0014002B56;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0014002G85;06-05-25;;FR0014002G85;FR;CED45;CAC 40 ESG Decrement 4.5%;XPAR;;;1731.88;;1728.66;;1728.662587;;;;;;;FR0014002B56;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.045;1;365;0;
;FR0014002G77;06-05-25;;FR0014002G77;FR;CED4;CAC 40 ESG Decrement 4%;XPAR;;;1869.99;;1866.59;;1866.593252;;;;;;;FR0014002B56;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.04;1;365;0;
;FR0014002G69;06-05-25;;FR0014002G69;FR;CED3;CAC 40 ESG Decrement 3%;XPAR;;;2180.12;;2176.34;;2176.336436;;;;;;;FR0014002B56;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.03;1;365;0;
;FR0014002G51;06-05-25;;FR0014002G51;FR;CED35;CAC 40 ESG Decrement 3.5%;XPAR;;;2019.11;;2015.53;;2015.525474;;;;;;;FR0014002B56;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.035;1;365;0;
;FR0014002B56;06-05-25;;FR0014002B56;FR;CESGN;CAC 40 ESG NR;XPAR;;;3454.47;;3449.33;;3449.327716;;;;;;;FR0014002B31;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0014002B49;06-05-25;;FR0014002B49;FR;CESGG;CAC 40 ESG GR;XPAR;;;3939.81;;3939;;3939.002956;;;;;;;FR0014002B31;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0014002B31;06-05-25;;FR0014002B31;FR;CESGP;CAC 40 ESG;XPAR;;611061639;2477.93;;2464.68;;2464.678704;;1.50607E+12;;40;EUR;1;;FR0014002B49;FR0014002B56;;;;ECB;EU Price;Indices;;;;;0;
;FR0013522570;06-05-25;;FR0013522570;FR;LC1EG;Euronext Low Carbon 100 Eurozone PAB GR;XPAR;;;2855.43;;2865.16;;2865.158563;;;;;;;FR0013522554;;;0.283016385;;BE0003565737;ECB;TR1;Indices;;;;;0;
;FR0013522562;06-05-25;;FR0013522562;FR;LC1EZ;Euronext Low Carbon 100 Eurozone PAB NR;XPAR;;;2472.32;;2478.29;;2478.293146;;;;;;;FR0013522554;;;;0.198111469;BE0003565737;ECB;TR1;Indices;;;;;0;
;FR0013522554;06-05-25;;FR0013522554;FR;LC1EP;Euronext Low Carbon 100 Eurozone PAB;XPAR;;764693.3597;1547.96;;1547.1;;1547.098725;;1183056122;;100;EUR;1;;FR0013522570;FR0013522562;;;;ECB;EU Price;Indices;;;;;0;
;FR0013517802;06-05-25;;FR0013517802;FR;CLEW4;CAC Large 60 Equal Weight Decrement 4%;XPAR;;;2108.88;;2110.33;;2110.325114;;;;;;;FR0012663300;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.04;1;365;0;
;FR0013506789;06-05-25;;FR0013506789;FR;FRREN;CAC Real Estate NR;XPAR;;;784.59;;787.1;;787.0971723;;;;;;;FR0013506771;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013506771;06-05-25;;FR0013506771;FR;FRRE;CAC Real Estate;XPAR;;90390813.64;632.39;;634.41;;634.4076918;;57344627440;;41;EUR;1;;;FR0013506789;;;;ECB;EU Price;Indices;;;;;0;
;FR0013498763;06-05-25;;FR0013498763;FR;ESG8E;Euronext Eurozone ESG Large 80 D 4.5%;XPAR;;;1672.04;;1676.42;;1676.419557;;;;;;;FR0013468865;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.045;1;365;0;
;FR0013498755;06-05-25;;FR0013498755;FR;ESGD4;Euronext Eurozone ESG Large 80 D 4%;XPAR;;;1787.46;;1792.21;;1792.207313;;;;;;;FR0013468865;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.04;1;365;0;
;FR0013493608;06-05-25;;FR0013493608;FR;ECO4D;EN Climate Objective 50 Euro EW D4%;XPAR;;;1767.45;;1774;;1774.004047;;;;;;;NL0013025562;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.04;1;365;0;
;FR0013479821;06-05-25;;FR0013479821;FR;GRF50;Euronext Green Planet France D5%;XPAR;;;1052.2;;1051.73;;1051.728232;;;;;;;FR0013479789;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;FR0013479797;06-05-25;;FR0013479797;FR;GRF5G;Euronext Green Planet France GR;XPAR;;;3272.89;;3274.59;;3274.588611;;;;;;;FR0013479763;;;0;;;ECB;TR1;Indices;;;;;0;
;FR0013479789;06-05-25;;FR0013479789;FR;GRF5N;Euronext Green Planet France NR;XPAR;;;2769.48;;2769.38;;2769.382794;;;;;;;FR0013479763;;;;0;;ECB;TR1;Indices;;;;;0;
;FR0013479763;06-05-25;;FR0013479763;FR;GRF5P;Euronext Green Planet France;XPAR;;975664.708;1811.08;;1808.01;;1808.011388;;1764012903;;35;EUR;1;;FR0013479797;FR0013479789;;;;ECB;EU Price;Indices;;;;;0;
